file_name,state,inference_transcript,transcript,reviewed_transcript,url,created_at,submitted_at,reviewed_at,audio_duration,original_id
STT_GR_0045_1011_8357903_to_8365916,submitted,ཉོན་མོངས་པ་དེ་མ་དག་པའི་སྐབས་ལ་ཉོན་མོངས་པ་རེད། དེ་ལ་འགྲོ་བ་དྲུག་ྲར་ཡོང་གི་ཡོད་རེད། དག་པའི་སྐབས་ན།དེ་རད,ཉོན་མོངས་པ་དེ། མ་དག་པའི་སྐབས་ལ་ཉོན་མོངས་པ་རེད། དེ་ལ་འགྲོ་བ་དྲུག་ཤར་ཡོང་གི་ཡོད་རེད། དག་པའི་སྐབས་ལ་དེ་ནས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1011_8357903_to_8365916.wav,2025-08-05 17:54:47.135,2025-08-08 08:59:39.597,,8.013,STT_GR_0045
STT_GR_0045_1012_8366256_to_8370348,submitted,ལྷ་ཡིན་པ་རེད་དེ་དུའི་སྐབས་ན་བསྡན་ན་བྱང་ཆུབ་སེམས་ད་དུ་དཔེ་ཐབ་ད་ལྷ་ཤར་ཡོ་གི་རེད་རེད,ལྷ་ཡིན་པ་རེད་དེ་དུས་སྐབས་སུ་དེ་ཡིན་ཙང་བྱང་ཆུབ་སེམས་ཀྱི་དེ་ཐམས་ཅད་ལྷ་ཤར་ཡོང་གི་ཡོད་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1012_8366256_to_8370348.wav,2025-08-05 17:54:47.135,2025-08-08 09:02:28.486,,4.092,STT_GR_0045
STT_GR_0045_1016_8385475_to_8391230,submitted,དེ་ཆོས་ཉི་བར་དོ་དེ་་གྲོལ་མ་མཚོང་ནས། ད་ད་ལྟ་ངོབས་་བྱམས་པ་གབར་གཚོགས་་ལ། ཟོད་པ་མ་གཏོག་ན་མོ་ལ་འཁྱམ་གྱི་ཡོད་རེད།,དེ་ཆོས་ཉི་བར་དོ་དེ་ལས་གྲོལ་མ་ཐུབ་ན། ད་ད་ལྟ་ང་ཚོ་སྲིད་པ་བར་དོ་ཟེར་ནས། སྲིད་པ་བར་དོ་མར་འཁྱམ་གྱི་ཡོད་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1016_8385475_to_8391230.wav,2025-08-05 17:54:47.135,2025-08-08 09:05:15.863,,5.755,STT_GR_0045
STT_GR_0045_1026_8426290_to_8430670,submitted,དུ་མ་རེད་པར་འབཆི་བས་ཤི་སོང་ན་དེ་ཚ་ཚད་མ་གཏོག་པ་ནང་བར་དོ་ལ་བསྡད་དགོས་ཀྱི་ཡོད་ཅིག་བྱས་ན།,དུས་མ་ཡིན་པའི་འཆི་བས་ཤི་སོང་ན་དེ་ཚེ་ཚད་མ་རྫོགས་བར་དུ་བར་དོ་ལ་བསྡད་དགོས་ཀྱི་རེད། གཅིག་བྱས་ན།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1026_8426290_to_8430670.wav,2025-08-05 17:54:47.135,2025-08-08 09:12:40.218,,4.38,STT_GR_0045
STT_GR_0045_1031_8455458_to_8457308,submitted,ད་ལྟ་དཔེ་ན་བརྩེ་བ་ཡོད་པ་འདུ་གཅིག་ལ་ན།,ད་ལྟ་དཔེར་ན་བརྩེ་བ་ཡོད་པའི་མི་གཅིག་ཡིན་ན།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1031_8455458_to_8457308.wav,2025-08-05 17:54:47.135,2025-08-08 09:22:36.420,,1.85,STT_GR_0045
STT_GR_0045_1081_8902402_to_8906409,submitted,ཕྱག་རྒྱ་ཆེན་པོ་མྣང།སེམས་སེ་ཐག་བཅས། སེམས་ཉིད་ྟོང་པ་ཐག་བཅད,ཕྱག་རྒྱ་ཆེན་པོ་ལ་སྣང་བ་སེམས་སུ་ཐག་བཅད། སེམས་ཉིད་སྟོང་པར་ཐག་བཅད་ནས་གསུང་དུས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1081_8902402_to_8906409.wav,2025-08-05 17:54:47.135,2025-08-08 10:13:04.452,,4.007,STT_GR_0045
STT_GR_0045_1032_00_8457597_to_8465211,submitted,གང་ལ་སོང་ན།་ཚང་མ་གྲོགས་པོ་ནང་བཞིན་ཆགས་བསྡད་ཡོད་རེད་བ། ཨོ་དེ་བར་དོ་ལ་དེའི་ི་བརྩེ་བ་དེའི་ྱོན་བསྡད་རེད་དེ་ནས་ད་ནས་ཅིག་ལས་སཀོ,གང་ལ་སོང་ན། ཚང་མ་གྲོགས་པོ་ནང་བཞིན་ཆགས་བསྡད་ཡོད་རེད་བ། ཨོ་དེ་བར་དོ་ནས་དེའི་བརྩེ་བ་དེའི་དོན་དེ་ལ་བརྟེན་ནས་དེ་ནས་གཅིག་གནས་ལུས་ལོངས་སྤྱོད་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1032_00_8457597_to_8465211.wav,2025-08-05 17:54:47.135,2025-08-08 09:23:33.869,,7.614,STT_GR_0045
STT_GR_0045_1034_8477801_to_8485390,submitted,ཁོ་ལོ་ལས་ཐོག་ཀྱི་ཡོད་རེད། མི་དགེ་བ་སྒྲུལ་པ་་ན། བག་པོ་ན་ད། སྡུག་བསྔལ་གྱི་ྲ། དམང་པོ་སལོབ་ཀྱི་ཡོད་རེད་བ། ཞེ་སྡང་ད་ཕྲག་དོག་ལ་བརྟས་ནས,ཁོང་ཚོ་གནས་ཐུབ་ཀྱི་ཡོད་རེད། མི་དགེ་བ་བསྒྲུབ་པ་ཡིན་ན། བར་དོ་ལ་ད་དེ་འདྲས་སྡུག་བསྔལ་འཇིགས་སྐྲག་མང་པོ་མྱོང་གི་ཡོད་རེད་བ། ཞེ་སྡང་དང་ཕྲག་དོག་ལ་བརྟེན་ནས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1034_8477801_to_8485390.wav,2025-08-05 17:54:47.135,2025-08-08 09:25:42.209,,7.589,STT_GR_0045
STT_GR_0045_1047_8538276_to_8540144,submitted,ཨོ་ད་སྐྱེ་བ་ལས་སྣང་དུག་ྱི་ཡོད་རེད་གཟེར།,ཨོ་ད་སྐྱེ་བ་ལེན་ལུགས་འདུག་སེ་རེད་ཟེར།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1047_8538276_to_8540144.wav,2025-08-05 17:54:47.135,2025-08-08 09:31:22.905,,1.868,STT_GR_0045
STT_GR_0130_0219_1461017_to_1462890,submitted,དེ་ནས་ནང་པའི་ཆད་,དེ་ནས་ནང་པའི་ཆེད་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0130_0219_1461017_to_1462890.wav,2025-08-13 17:20:19.435,2025-08-24 09:50:56.622,,1.873,STT_GR_0130
STT_GR_0045_1024_8418259_to_8422504,submitted,དཔེར་ན་འཇིག་རྟེན་འདི་ནས་སོ་སོའི་ཚི་ཚད་འདི་མ་རྫོགས་ནེད།,དཔེར་ན་འཇིག་རྟེན་འདི་ནས་སོ་སོའི་ཚེ་ཚད་འདི་མ་རྫོགས་ནས།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1024_8418259_to_8422504.wav,2025-08-05 17:54:47.135,2025-08-08 09:11:58.349,,4.245,STT_GR_0045
STT_GR_0045_1044_8520534_to_8529159,submitted,རང་དབང་ཆེན་པོ་ཡོད་ན། རང་དབང་ཐོ་གི་ཆོས་སྐུ་ལ་སངས་རྒྱས་མ། དི། ཨོ དེས་ཁ་ལ་སངས་རྒྱས་མ་ཐོབ་པ། ད་བར་དོ་ཡང་བྱང་ཆུབ་ྱི་སེམས་དེ། དཀོན་མཆོག་ལ་དད་པ་དེ་དང་ཚ་དྲལ་ན།,རང་དབང་ཆེན་པོ་མེད་ན་ཡང་། རང་དབང་ཐོབ་ན་ཆོས་སྐུར་སངས་རྒྱས་མ་ཐུབ་ན། འདི། ཨོ། དེ་ནས་ལོངས་སྐུ་ལ་སངས་རྒྱས་མ་ཐུབ་པ། ད་བར་དོ་ལ་བྱང་ཆུབ་སེམས་དེ། དཀོན་མཆོག་ལ་དད་པ་དེ་ཙམ་བྲལ་ན།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1044_8520534_to_8529159.wav,2025-08-05 17:54:47.135,2025-08-08 09:30:06.021,,8.625,STT_GR_0045
STT_GR_0045_1048_8542775_to_8547648,submitted,ད་ང་ཇི་ཆོག།དྲན་ཤེས་དྲ་ངོ་བྱེ་ཀྱི་ཡོད་ད། ངེ་དེར་ཤེས་ར་ང་རྗེ་ང,གདམ་ངག་གཅིག་ལྕོགས། དྲན་ཤེས་དང་སྙིང་རྗེ་གཉིས་ཀ་ལས་ཀྱི་ཤེས་རབ་ལ་བརྟེན་བྱས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1048_8542775_to_8547648.wav,2025-08-05 17:54:47.135,2025-08-08 09:32:25.770,,4.873,STT_GR_0045
STT_GR_0045_1093_8943234_to_8952962,submitted,ཨེ་ནས་སེམས་ཅན་ཐམས་ཅད་ཀི་ངོད་ཚོ་འཆི་ལུགས་ཀྱི་རྟོགས་པ་ཡང་། ལུས་འདི་འགྱུང་བ་ལྔ་ཚུགས་ཚང་མ། ེདེཚེང་་་ྡཚ་རྣང་མཁཚེན་སྨིན་གའ་ཐེ་ནས རྣང་ལ་བརྟེན་པའི་དྟོང་པ་ཉིད་ལ།,དེ་ནས་སེམས་ཅན་ཐམས་ཅད་ཀྱི་ང་ཚོར་འཆི་ལུགས་ཀྱི་རྟོགས་པ་ཡང་། ལུས་འདི་འབྱུང་བ་ལྔའི་ཚུལ་ཚང་མར་འཐིམ་དེ་འདྲས་ཐིམ་ནས་དེ་ནས་དོན་མཚམས་རྣམ་ཤེས་སྙིང་ག་ལ་ཐིམ། རྣམ་ཤེས་སྟེང་གི་སྟོང་པ་ཉིད་ལ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1093_8943234_to_8952962.wav,2025-08-05 17:54:47.135,2025-08-08 10:14:12.357,,9.728,STT_GR_0045
STT_GR_0045_1115_9046748_to_9048429,submitted,ཚནེ་ལུགས་ཕྱི་ལོ་ུཡར་ཞག་ཚར་རེད་བ།,སྐྱེས་ལུགས་འཆི་ལུགས་གཉིས་ཀ་བཤད་ཚར་རེད་བ་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1115_9046748_to_9048429.wav,2025-08-05 17:54:47.135,2025-08-08 10:25:10.510,,1.681,STT_GR_0045
STT_GR_0046_0014_79023_to_80670,submitted,འ་དེ་འཇིག་རྟེན་མི་ལུག་རེད།,ཨ་དེ་འཇིག་རྟེན་གྱི་མི་ལུགས་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0014_79023_to_80670.wav,2025-08-05 17:54:47.135,2025-08-08 10:29:36.161,,1.647,STT_GR_0046
STT_GR_0045_1087_8924813_to_8928412,submitted,རང་གི་སེམས་གསལ་སྟོང་ནམ་མཁའ་ལྟ་བུ་དེ་ནས། སུ་སེམས་ཀྱི་གནས་ལུགས་མཐོང་ན་ཨོ།,རང་གི་སེམས་གསལ་སྟོང་ནམ་མཁའ་ལྟ་བུ་ཞིག སུས་སེམས་ཀྱི་གནས་ལུགས་མཐོང་ན་ཨོ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1087_8924813_to_8928412.wav,2025-08-05 17:54:47.135,2025-08-08 10:14:52.399,,3.599,STT_GR_0045
STT_GR_0045_1099_8976867_to_8984134,submitted,གསལ་པོ་ནང་བཞིན་སྟོང་པ། ངོང་པོ་ནང་བཞིན་གསལ་བ་དེ་ལ། དངོས་པོ་དང་ཚེ་མ་འགྲུབ་པ། དོང་ལ་ཡོད་མན་གང་ཡང་ལམ་ཐོ་ཀི་མ་རེད་བ།,གསལ་བའི་རང་བཞིན་སྟོང་པ། སྟོང་པའི་རང་བཞིན་གསལ་བ་ཟེར་ནས་དེ་ནས། དངོས་པོ་དང་མཚན་མར་གྲུབ་པ། དོན་ལ་ཡོད། དེ་གང་ཡང་ལབ་ཐུབ་ཀྱི་མ་རེད་བ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1099_8976867_to_8984134.wav,2025-08-05 17:54:47.135,2025-08-08 10:17:41.714,,7.267,STT_GR_0045
STT_GR_0045_1105_9005441_to_9008887,submitted,དེ་ནས་དེ་ལ་དཔེར་ན། མི་གཅིག་ཆགས་བཞག་ན། མི་དེ་ལུལ་ཆ་ཚང་བརྡིག་ཡོད།,དེ་ནས་དེ་ལ་དཔེར་ན། མི་གཅིག་ལ་ཆ་བཞག་ན། མི་དེའི་ལུས་ཆ་ཚང་འདི།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1105_9005441_to_9008887.wav,2025-08-05 17:54:47.135,2025-08-08 10:20:50.882,,3.446,STT_GR_0045
STT_GR_0045_1108_9015254_to_9018344,submitted,ཡེ་མ་རེད་སེམས་རེ་སེམས་མེད་ན་འགྲོ་རེད,ལུས་མ་རེད། སེམས་རེད་ཟེར། མི་དང་སེམས་གཉིས་ལོག་ཀ་རེད་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1108_9015254_to_9018344.wav,2025-08-05 17:54:47.135,2025-08-08 10:21:47.334,,3.09,STT_GR_0045
STT_GR_0045_1109_9019210_to_9023607,submitted,ཡ་སེམས་གང་འདྲ་དང་དི་ལས། སོ་སོའི་སེམས་ལ་འཇིག་ལྟེན། སེམས་རྩ་བ་ནས་ཐོབ་ཡ་ཡོད་མ་རེད་བ།,ཡང་སེམས་གང་འདྲ་འདུག་བལྟས་ནས། སོ་སོའི་སེམས་ལ་གཅིག་བལྟས་ན། སེམས་རྩ་བ་ནས་མཐོང་ཡ་ཡོད་མ་རེད་བ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1109_9019210_to_9023607.wav,2025-08-05 17:54:47.135,2025-08-08 10:22:29.694,,4.397,STT_GR_0045
STT_GR_0051_0612_2526069_to_2528073,submitted,དེ་ལས་ད་དཔེ་ཁག་པོ་ཡིན་གསུངས།,དེས་ད་དཔེ་ཁག་པོ་ཡིན་གསུངས།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_0612_2526069_to_2528073.wav,2025-08-05 17:54:47.135,2025-08-11 07:14:33.738,,2.004,STT_GR_0051
STT_GR_0051_0613_2528938_to_2529974,submitted,གྲོ་སྐུ་བརྫས་ན,སྒྲོ་སྐུར་ཟེར་ན,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_0613_2528938_to_2529974.wav,2025-08-05 17:54:47.135,2025-08-11 07:14:52.094,,1.036,STT_GR_0051
STT_GR_0045_1097_8961994_to_8972147,submitted,པོ་ཡི་ཧཱུཾ་ཟེར་དུ། པེ་དང་དང། ཁྲང་གྲོགས་པོ་དེ་ྡིག་དེ་ནམ་མཁའ་ལ་ཕར་མེད་པར་འགོ་གི་ཡོད་རེད། དེ་རྣམ་ཤེས་དེ་དངོས་གནས་བྱད་ནས་ཡོད་མ་རེད་བ། ངོསཔོ་དང་གྱོར་པ་གྲུལ་པ་ཡོད་མ་རེད། ང་འོ་སྙལ་པར་སྡོས་པ།,པོ་ཡིག་ཧཱུཾ་ཟེར་དུས། དཔེ་ན་ད་ཕྲ་མོ་དྲུག་པོ་དེར་འཐིམ་དེ་ནམ་མཁའ་ལ་ཕར་མེད་པར་སྒོམ་དགོས་རེད། དེ་རྣམ་ཤེས་དེ་དངོས་གནས་བྱས་ན་ཡོད་མ་རེད་བ། དངོས་པོ་དང་བདེན་པར་གྲུབ་པ་ཡོད་མ་རེད། ངའོ་སྙམ་པར་འཛིན་པ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0045_1097_8961994_to_8972147.wav,2025-08-05 17:54:47.135,2025-08-08 10:16:33.093,,10.153,STT_GR_0045
STT_GR_0051_0717_2959142_to_2962487,submitted,རྟོག་དཔྱུད་མེད་པའི་ཞེས་པ་རང་འབྱོམས་དེ་ལ་འདུས་པའི་གཟུགས་དང་ྱུང་ལྔ་མེད་ཟེར,རྟོག་དཔྱོད་མེད་པའི་ཤེས་པ་རང་འབྱུང་དེ་ལ་འདོད་པའི་གཟུགས་དང་སྡུག་བསྔལ་མེད་ཟེར་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_0717_2959142_to_2962487.wav,2025-08-05 17:54:47.135,2025-08-11 07:31:13.358,,3.345,STT_GR_0051
STT_GR_0046_0005_31960_to_38310,submitted,རང་སེམས་མཆོད་པར་མངོན་སོམ་བསྟོན་མཛད་པ་ལྩ་བུས་ བླ་མའི་མྱལ་ལུ་གསོལ་བ་དིན་ཕསོ་སོན་སྱུས་ང་ཅུ་ལ་མཆོད་ྱི་མྱིན།,རང་སེམས་རྒྱུ་སྐར་མངོན་སུམ་སྟོན་མཛད་པ།། རྩ་བུའི་བླ་མའི་ཞབས་ལ་གསོལ་བ་འདེབས།། སྲིད་གསུམ་སྡུག་བསྔལ་གཞོམ་ལ་ཁྱོད་ཀྱིས་མཁྱེན།།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0005_31960_to_38310.wav,2025-08-05 17:54:47.135,2025-08-28 08:24:23.061,,6.35,STT_GR_0046
STT_GR_0046_0030_331604_to_333556,submitted,དེ་ལ་བརྟེན་ནས་དེ་ནས་ཨ།,དེ་ལ་བརྟེན་ནས་དེ་ནས་ཨེ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0030_331604_to_333556.wav,2025-08-05 17:54:47.135,2025-08-08 10:38:48.097,,1.952,STT_GR_0046
STT_GR_0046_0034_344949_to_351349,submitted,ཉོན་མོངས་པ་དེ་གང་གི་ཤོགས་ཆེ་ནང་དེ་ནས་དེ་ཉོན་མོངས་པ་དཤུག་ཆེ་ལ་དེ་ནས་འགྲོ་བ་རིགས་དྲུག་་ཆགས་ཡོད་རེད།,ཉོན་མོངས་པ་དེ་གང་གི་ཤུགས་ཆེ་ན་དེ་ནས་དེ་ཉོན་མོངས་པ་དྲུག་དེ། དེ་ནས་འགྲོ་བ་རིགས་དྲུག་ཨེ་ཆགས་ཡོད་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0034_344949_to_351349.wav,2025-08-05 17:54:47.135,2025-08-08 10:40:07.740,,6.4,STT_GR_0046
STT_GR_0046_0035_351926_to_357393,submitted,དེ་ནས་དེ་ལ་དེ་ནས་བྱང་ཆོག་ཡོཡོ་ས་གི་ཡུལ་དེ་འགྲོ་བ་རིགས་དྲུག་གི་རེད་ཟེར། དེ་ནས་དེ་ལ་ཕོན་མར།,དེ་ནས་དེ་ལ་དེ་ནས་བཟང་ཕྱོགས་བྱེད་སའི་ཡུལ་འདི་འགྲོ་བ་རིགས་དྲུག་རེད་ཟེར། དེ་ནས་དེ་ལ་ཕ་མར།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0035_351926_to_357393.wav,2025-08-05 17:54:47.135,2025-08-08 10:40:51.738,,5.467,STT_GR_0046
STT_GR_0051_1281_5486528_to_5489804,submitted,རང་གི་དྲན་ཤེས་རེག་པ་ཨོ། སེམས་གསལ་པོ་བྱས,རང་གི་དྲན་ཤེས་འདི་སྤངས་སོང་ན། ཨོ། སེམས་གསལ་པོ་དེ་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_1281_5486528_to_5489804.wav,2025-08-05 17:54:47.135,2025-08-11 13:06:43.589,,3.276,STT_GR_0051
STT_GR_0046_0015_01_93819_to_106884,submitted,སྦྱིན་པའི་འབྲེས་བུ་འདྲ་བོ་ཁོ་ཏོག་ཏོག་ཙི་ཕན་གྱི་ཡོད་རེད་དེ། དེ་ནས། དེས་མཐར་ཐུག་སྡུག་བསྔལ་སྐྱོབ་ཐུབ་ཀྱི་ཡོད་མ་རེད་ེ། དེ་ལ་རྟེན་ནས་སྐྱོབ་མ་ཐོབ་པ་གང་རེད་ཟེར་ན། ཨ།དེ་ལ་དཔེར་ན་འཇིག་རྟེན་ཁམས་གནས་ཨེ་མི་གཅིག་མ་དེ་,སྦྱིན་པའི་འབྲས་བུ་འདྲ་བོ་ཁོ་དེ་ལ་ཏོག་ཙི་ཕན་གྱི་ཡོད་རེད་དེ། དེ་ནས། དེས་མཐར་ཐུག་སྡུག་བསྔལ་སྐྱོབ་ཐུབ་ཀྱི་ཡོད་མ་རེད། དེ་ལ་བརྟེན་ནས་སྐྱོབ་མི་ཐུབ་པ་གང་རེད་ཟེར་ན། ཨ། དེ་ལ་དཔེར་ན་འཇིག་རྟེན་ཁམས་ཀྱི་ཨེ་མི་གཅིག་ཡིན་ན་མི་དེ་ལ་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0015_01_93819_to_106884.wav,2025-08-05 17:54:47.135,2025-08-08 10:32:53.086,,13.065,STT_GR_0046
STT_GR_0046_0006_38921_to_45237,submitted,དམཉམ་ྟོགས་མེ་པོ་འགྱུར་བར་བརྗིད་ལ་སོག། སེམས་ཅན་སྡོམ་དང་མྱུན་དུ་བདག་ཤེས་ན་དམ་པ་ཆོད་དེ་ནང་མཐུ་བྩལ་དུ་གསོལ་,ཉམས་རྟོགས་མེ་དཔུང་ཞི་བར་སྦྱིན་ལ་སོགས།། སེམས་ཅན་དོན་དང་མྱུར་དུ་བདག་འཆི་ན།། དམ་པ་ཆོས་ཀྱི་གླིང་དུ་སྩལ་དུ་གསོལ།།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0006_38921_to_45237.wav,2025-08-05 17:54:47.135,2025-08-28 08:25:19.617,,6.316,STT_GR_0046
STT_GR_0046_0010_61926_to_65135,submitted,དེ་ནས་རང་གི་། ཕ་མ་པུ་མདི་ལ་སོགས་པ,དེ་ནས་རང་གི་ཨེ་ཕ་མ་བུ་ཚ་ལ་སོགས་པ་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0010_61926_to_65135.wav,2025-08-05 17:54:47.135,2025-08-08 10:27:30.323,,3.209,STT_GR_0046
STT_GR_0046_0012_71044_to_74728,submitted,ས་དེ་ལ་རང་གི་བརྩེ་བ་བཅུད། དེ་ནས་ྐུས་ྦྱང་ཟས་སྣ་ལ་སོགས་པ་བཞམས་ནས།,དེ་ལ་རང་གི་བརྩེ་བ་སྤྲད། དེའི་ནང་ལ་བུ་དང་བཟས་སྣ་ལ་སོགས་པ་བཤམས་ནས།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0012_71044_to_74728.wav,2025-08-05 17:54:47.135,2025-08-08 10:28:59.603,,3.684,STT_GR_0046
STT_GR_0046_0016_107241_to_109685,submitted,ལོངས་སྤྱོད་ཕུན་སུམ་ཚོགས་པ་ཡོད་ན་ཡང་།,ལོངས་སྤྱོད་ཕུན་སུམ་ཚོགས་པ་ཡོད་ན་ཡང་།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0016_107241_to_109685.wav,2025-08-05 17:54:47.135,2025-08-08 10:33:02.358,,2.444,STT_GR_0046
STT_GR_0046_0039_369651_to_373319,submitted,དེ་རེད། དེ་ལ་གཟིགས་དགོས་ཀྱི་ཡོད་རེད་ཟེ། ཕྲང་མས་འདི་ལ་ཟིགས་འགྲི་དགོ་ན་ཟེར།,དེ་རེད། འདི་ན་གཟིགས་དགོས་ཀྱི་ཡོད་རེད་ཟེར། ཚང་མས་འདི་ན་གཟིགས་རོགས་གནང་ཟེར།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0039_369651_to_373319.wav,2025-08-05 17:54:47.135,2025-08-11 07:07:23.523,,3.668,STT_GR_0046
STT_GR_0046_0042_479057_to_483556,submitted,དེ་དེ་ལ་ཡི་གོ་ནང་ལ་མཁྱོད་པར་ཕཟིན།་དེ་ན་མཐང་མར་ཨོཾ་མ་ཧུྃ་ཡོད་རེད།,དེ་ནས་དེ་ལ་འདིའི་ངོ་བོ་དང་ཁྱད་པར་འདི་དེ་ནས་མཐོང་ན་ཨོཾ་ཨཱཿ་ཧུྃ་ཡོད་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0042_479057_to_483556.wav,2025-08-05 17:54:47.135,2025-08-08 10:46:00.459,,4.499,STT_GR_0046
STT_GR_0047_0084_954049_to_959040,submitted,བདེ་པ་ཤེ་རུང་ས། ང་གྲངས་ཀ་སོག་དེ་གལ་ཆེན་པོ་རེད། ད་ལྟ་སྒོམ་པ་དང་སྒྲིབ་བ་ཛེ་བཅོན་གོ་རེད།,བདེ་བར་གཤེགས་པའི་གོང་ལ་དཔེར་ན། སྔགས་གྲངས་ཀ་གསོག་པ་དེ་གལ་ཆེན་པོ་རེད། ད་ལྟ་སྒོམ་པ་དང་སྒྲུབ་པའི་དུས་ཚོད་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0084_954049_to_959040.wav,2025-08-05 17:54:47.135,2025-08-28 08:29:29.950,,4.991,STT_GR_0047
STT_GR_0046_0025_311061_to_313743,submitted,ཡེ་ལ་ཐོག་མ་དེ་ནས་སྡུག་བསྔལ་དེ་ལས་སྐྱབས་དགོས་ན།,ཡིན་ནའང་ཐོག་མ་ནས་དེ་ནས་སྡུག་བསྔལ་འདི་ལས་སྐྱབས་དགོས་ན།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0025_311061_to_313743.wav,2025-08-05 17:54:47.135,2025-08-08 10:36:56.830,,2.682,STT_GR_0046
STT_GR_0046_0028_320195_to_327410,submitted,ཨེ་ནས་ཚེ་འདི་དབདེ་བ་ཕུན་སུམ་འཐོགས་པ་བསམ། དེ་ནས་འཁོ་བའི་སེམས་ཅན། ཚེ་འདི་ལ་གཅིག་པོ་རེ་ཆགས་སོང་ན་འཅིག་གསུངས་མ། མག་ཤས་ཡྱིས་དེ་གཅིག་པུ་བསམ་གྱི་ཡོད་རེད།,ཨེ་ནས་ཚེ་འདིའི་བདེ་བ་ཕུན་སུམ་ཚོགས་པ་བསམས་ནས། དེ་ནས་འཁོར་བའི་སེམས་ཅན། ཚེ་འདི་ལ་གཅིག་པོ་ལ་ཆགས་སོང་ན་འགྲིག་བསམས་ནས། མང་ཤོས་ཀྱིས་འདི་གཅིག་པུ་བསམ་གྱི་ཡོད་རེད།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0028_320195_to_327410.wav,2025-08-05 17:54:47.135,2025-08-08 10:38:24.433,,7.215,STT_GR_0046
STT_GR_0046_0036_357648_to_362181,submitted,ད་འྱུག་ནས་ཡར་ཞུགས་དགོས་པ་ཆགས་བསྡད་ཡོད་རེད། དང་པ་གྱང་མཆོག་བྱེད་ྱེར་ཡུལ་དེ་ཧ་གོ་གི་ཡོད་རེད,ད་མཇུག་ཡར་ཞུགས་དགོས་པ་ཆགས་བསྡད་ཡོད་རེད། དང་པོ་བཟང་ཕྱོགས་བྱེད་སའི་ཡུལ་དེ་ཧ་གོ་དགོས་ཡོད་རེད་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0046_0036_357648_to_362181.wav,2025-08-05 17:54:47.135,2025-08-08 10:42:59.285,,4.533,STT_GR_0046
